"rerooted_tree.tip.label","dates","tip_heights"
"KR071972_2013",2013,0.00221067999999999
"KR071955_2013",2013,0.07241967
"KR071883_2011",2011,0.04267367
"KR071969_2013",2013,0.04504481
"KR071930_2013",2013,0.04718186
"KR072000_2014",2014,0.06989098
"KR071896_2011",2011,0.06412136
"KR071894_2011",2011,0.06636668
"KR071916_2013",2013,0.07081091
"KR071965_2013",2013,0.12156367
"KR071971_2013",2013,0.11173555
"KR071981_2014",2014,0.08604646
"KR071919_2013",2013,0.10063097
"KR071938_2013",2013,0.11455435
"KR071994_2014",2014,0.10602773
"KR071906_2013",2013,0.0982577
"KR071975_2014",2014,0.10734275
"KR071887_2011",2011,0.10150057
"KR071890_2011",2011,0.10606989
"KR071996_2014",2014,0.11229732
"KR071910_2013",2013,0.1146755
"KR071980_2014",2014,0.10897039
"KR071914_2013",2013,0.07410261
"KR071884_2011",2011,0.11171808
"KR071946_2013",2013,0.12874115
"KR071984_2014",2014,0.13884874
"KR071988_2014",2014,0.13732095
"KR071954_2013",2013,0.12498711
"KR071967_2013",2013,0.13595792
"KR072003_2014",2014,0.13129861
"KR071911_2013",2013,0.14830108
"KR071959_2013",2013,0.14531454
"KR071939_2013",2013,0.16641401
"KR071940_2013",2013,0.14302461
"KR071917_2013",2013,0.14346037
"KR072004_2014",2014,0.13831689
"KR071931_2013",2013,0.14711602
"KR072001_2014",2014,0.14802749
"KR071982_2014",2014,0.15648964
"KR071957_2013",2013,0.14694106
"KR071993_2014",2014,0.14741558
"KR071907_2013",2013,0.13329526
"KR071987_2014",2014,0.1428489
"KR071913_2013",2013,0.13813488
"KR071918_2013",2013,0.13327243
"KR071995_2014",2014,0.14474339
"KR071950_2013",2013,0.14005937
"KR071923_2013",2013,0.1571389
"KR071986_2014",2014,0.1629104
"KR071912_2013",2013,0.16975192
"KR071949_2013",2013,0.16467684
"KR071905_2013",2013,0.14475323
"KR071934_2013",2013,0.15764179
"KR071953_2013",2013,0.13572664
"KR071961_2013",2013,0.14992764
"KR071968_2013",2013,0.14992763
"KR071928_2013",2013,0.131083
"KR071927_2013",2013,0.20308423
"KR071899_2011",2011,0.1356945
"KR071933_2013",2013,0.16591226
"KR071970_2013",2013,0.12678679
"KR071929_2013",2013,0.12908564
"KR072006_2014",2014,0.13388961
"KR071990_2014",2014,0.13829404
"KR071944_2013",2013,0.1507713
"KR072005_2014",2014,0.14113582
"KR071893_2011",2011,0.14782474
"KR071942_2013",2013,0.1671143
"KR071985_2014",2014,0.15548793
"KR071983_2014",2014,0.13198666
"KR071924_2013",2013,0.1345919
"KR071999_2014",2014,0.1162989
"KR071951_2013",2013,0.18602448
"KR071945_2013",2013,0.11307611
"KR071936_2013",2013,0.1888781
"KR071952_2013",2013,0.13823631
"KR071958_2013",2013,0.13305163
"KR071926_2013",2013,0.11829248
"KR071908_2013",2013,0.13178874
"KR071979_2014",2014,0.12977629
"KR071932_2013",2013,0.12232488
"KR071897_2011",2011,0.16041877
"KR071978_2014",2014,0.12979706
"KR071909_2013",2013,0.10870153
"KR071903_2013",2013,0.10878481
"KR071989_2014",2014,0.07977437
"KR071922_2013",2013,0.10481472
"KR071885_2011",2011,0.07173797
"KR071921_2013",2013,0.07509129
"KR071960_2013",2013,0.08633244
"KR071991_2014",2014,0.08124862
"KR071935_2013",2013,0.07873734
"KR071892_2011",2011,0.06655882
"KR071886_2011",2011,0.07381872
"KR071895_2011",2011,0.09307093
"KR071889_2011",2011,0.07634837
"KR071900_2011",2011,0.05735314
"KR071915_2013",2013,0.04735008
"KR071963_2013",2013,9.99999999473644e-09
"KR071973_2013",2013,9.99999999473644e-09
