"rerooted_tree.tip.label","dates","tip_heights"
"48981_2011.71388888889",2011.71388888889,0.0069348281753754
"49068_2012.2",2012.2,0.0023283681753754
"48985_2011.76666666667",2011.76666666667,0.0011769181753754
"49000_2011.81388888889",2011.81388888889,0.0070011681753754
"49026_2012.04444444444",2012.04444444444,0.0057960181753754
"49215_2011.92777777778",2011.92777777778,0.0034870081753754
"48986_2011.775",2011.775,0.0046364181753754
"49204_2011.91388888889",2011.91388888889,0.00348522817537541
"49085_2012.24444444444",2012.24444444444,0.00810177817537541
"49082_2012.24444444444",2012.24444444444,0.00810675817537541
"49130_2012.41666666667",2012.41666666667,0.0117506881753754
"49002_2011.82777777778",2011.82777777778,0.0034796181753754
"49224_2011.95277777778",2011.95277777778,0.0034802281753754
"49041_2012.11666666667",2012.11666666667,0.0104136881753754
"49034_2012.08888888889",2012.08888888889,0.0069197581753754
"49076_2012.23333333333",2012.23333333333,0.0069365981753754
"49009_2011.90555555556",2011.90555555556,0.0046302381753754
"49223_2011.95",2011.95,0.0046302381753754
"49050_2012.15277777778",2012.15277777778,0.0069345881753754
"49018_2011.99166666667",2011.99166666667,0.0092383381753754
"49140_2012.63611111111",2012.63611111111,0.0103090081753754
"49139_2012.55555555556",2012.55555555556,0.0103089981753754
"49014_2011.95833333333",2011.95833333333,0.0069345881753754
"49104_2012.30555555556",2012.30555555556,0.0115582481753754
"49121_2012.36388888889",2012.36388888889,0.0069345881753754
"49131_2012.43055555556",2012.43055555556,0.0080831081753754
"49024_2012.03333333333",2012.03333333333,0.0069345881753754
"49070_2012.21111111111",2012.21111111111,0.0069345881753754
"49113_2012.33611111111",2012.33611111111,0.0069345881753754
"49004_2011.85833333333",2011.85833333333,0.0046300781753754
"49011_2011.93611111111",2011.93611111111,0.0046299081753754
"49035_2012.09166666667",2012.09166666667,0.0069167881753754
"49032_2012.08333333333",2012.08333333333,0.0069167881753754
"49207_2011.91388888889",2011.91388888889,0.0069167881753754
"49010_2011.91388888889",2011.91388888889,0.0092869881753754
"49199_2011.89166666667",2011.89166666667,0.0081345781753754
"49198_2011.89166666667",2011.89166666667,0.00691943817537541
"49044_2012.12222222222",2012.12222222222,0.0069195181753754
"49005_2011.86944444444",2011.86944444444,0.0057698781753754
"48999_2011.81388888889",2011.81388888889,0.0057613618246246
"48979_2011.66388888889",2011.66388888889,0.0057419218246246
"49036_2012.09722222222",2012.09722222222,0.0104359618246246
"49015_2011.96388888889",2011.96388888889,0.0069537818246246
"49052_2012.15555555556",2012.15555555556,0.0057664318246246
"48990_2011.77777777778",2011.77777777778,0.0022800518246246
"49177_2011.78611111111",2011.78611111111,0.0058432381753754
"49105_2012.30833333333",2012.30833333333,0.0081292181753754
"49109_2012.31666666667",2012.31666666667,0.0081292181753754
"48993_2011.79166666667",2011.79166666667,0.0023304681753754
"49094_2012.28055555556",2012.28055555556,0.0034807481753754
"49022_2012.01388888889",2012.01388888889,0.0046380081753754
"48987_2011.775",2011.775,0.0046384181753754
"48989_2011.77777777778",2011.77777777778,0.0046371481753754
"49205_2011.91388888889",2011.91388888889,0.0046373881753754
"49173_2011.76666666667",2011.76666666667,0.0081785781753754
"49027_2012.04722222222",2012.04722222222,0.0023303781753754
"49183_2011.81111111111",2011.81111111111,0.0046368181753754
"49186_2011.81944444444",2011.81944444444,0.00580092817537541
"49166_2011.74444444444",2011.74444444444,0.0023313981753754
"49049_2012.14722222222",2012.14722222222,0.0093087881753754
"48996_2011.80555555556",2011.80555555556,0.0140970581753754
"49107_2012.31388888889",2012.31388888889,0.0104552081753754
"49031_2012.07222222222",2012.07222222222,0.0104548881753754
"48983_2011.73611111111",2011.73611111111,0.0093087881753754
"49021_2012",2012,0.0093087881753754
"48991_2011.79166666667",2011.79166666667,0.0023310381753754
"49013_2011.95833333333",2011.95833333333,0.0034801081753754
"49206_2011.91388888889",2011.91388888889,0.0046586481753754
"49192_2011.85833333333",2011.85833333333,0.0069622181753754
"49040_2012.1",2012.1,0.0082175081753754
"49218_2011.92777777778",2011.92777777778,0.0058080981753754
"49056_2012.16111111111",2012.16111111111,0.0069678881753754
"49136_2012.49444444444",2012.49444444444,0.0081170081753754
"49132_2012.43055555556",2012.43055555556,0.0081255981753754
"49213_2011.925",2011.925,0.0104206681753754
"49202_2011.90277777778",2011.90277777778,0.0092916881753754
"49084_2012.24444444444",2012.24444444444,0.0104349681753754
"49087_2012.25",2012.25,0.00812843817537541
"49128_2012.4",2012.4,0.0011769681753754
"49226_2011.97777777778",2011.97777777778,0.0105989081753754
"49080_2012.23888888889",2012.23888888889,0.0069967581753754
"49012_2011.93888888889",2011.93888888889,0.0069969881753754
"49196_2011.87777777778",2011.87777777778,0.0046172081753754
"49019_2011.99444444444",2011.99444444444,0.0046391381753754
"49029_2012.05833333333",2012.05833333333,0.0034927081753754
"49134_2012.46944444444",2012.46944444444,0.0058153681753754
"49028_2012.05",2012.05,0.0058012281753754
"49119_2012.35555555556",2012.35555555556,0.0046468981753754
"49112_2012.33611111111",2012.33611111111,0.0046447081753754
"49073_2012.21666666667",2012.21666666667,0.0034805781753754
"49108_2012.31666666667",2012.31666666667,0.0023289081753754
"49125_2012.38888888889",2012.38888888889,0.0034837881753754
"49127_2012.39722222222",2012.39722222222,0.0057868081753754
"49141_2012.64444444444",2012.64444444444,0.0057868081753754
"49008_2011.90277777778",2011.90277777778,0.0093020081753754
"49190_2011.84722222222",2011.84722222222,0.0081240281753754
"49214_2011.925",2011.925,0.00696443817537541
"49222_2011.95",2011.95,0.0046466981753754
"49088_2012.25",2012.25,0.0150648081753754
"49093_2012.27777777778",2012.27777777778,0.0127544281753754
