"tr.tip.label","dates","tip_depth"
"CY118337_2006.15555555556",2006.15555555556,0.00765320833889803
"CY118345_2006.13611111111",2006.13611111111,0.00765320833889803
"CY119912_2007.36944444444",2007.36944444444,0.00677651833889803
"CY119816_2006.18888888889",2006.18888888889,0.00765320833889803
"CY119728_2004.975",2004.975,0.00808657833889803
"CY119800_2006.14722222222",2006.14722222222,0.00721703833889804
"CY119760_2005.36944444444",2005.36944444444,0.00721150833889803
"CY119792_2006.13888888889",2006.13888888889,0.00632922833889803
"CY119840_2006.23055555556",2006.23055555556,0.00545096833889803
"CY119776_2005.87777777778",2005.87777777778,0.00721346833889803
"CY118321_2005.88611111111",2005.88611111111,0.00721212833889803
"CY119864_2007.09444444444",2007.09444444444,0.00410819833889803
"CY118353_2006.37222222222",2006.37222222222,0.00455707833889803
"CY119832_2006.22777777778",2006.22777777778,0.00589759833889803
"CY119808_2006.10277777778",2006.10277777778,0.00721304833889803
"CY119784_2005.96666666667",2005.96666666667,0.00764886833889803
"CY118329_2005.89722222222",2005.89722222222,0.00498448833889803
"CY119824_2006.2",2006.2,0.00633602833889803
"CY119848_2007.25",2007.25,0.00633602833889803
"CY119768_2005.45277777778",2005.45277777778,0.00809312833889804
"CY119744_2005.01111111111",2005.01111111111,0.00809406833889804
"CY118313_2004.94166666667",2004.94166666667,0.00765397833889803
"CY119704_2004.65277777778",2004.65277777778,0.00809254833889803
"CY119712_2004.89166666667",2004.89166666667,0.00809254833889803
"CY119752_2005.075",2005.075,0.00809205833889804
"CY119736_2005",2005,0.00765186833889803
"CY119632_2001.91666666667",2001.91666666667,0.022147828338898
"CY119552_2004.70277777778",2004.70277777778,0.02127739
"CY118392_2007.58611111111",2007.58611111111,0.01074112
"CY119696_2004.06388888889",2004.06388888889,0.00810052000000001
"CY119888_2007.23333333333",2007.23333333333,0.01074112
"CY119856_2007.05555555556",2007.05555555556,0.00175887
"CY118361_2007.05",2007.05,0.00176012
"CY118384_2007.55277777778",2007.55277777778,0.00219009000000001
"CY119896_2007.26388888889",2007.26388888889,0.000877590000000004
"CY119936_2007.54166666667",2007.54166666667,0.00175502
"CY118408_2007.85",2007.85,0.00219301
"CY119920_2007.53333333333",2007.53333333333,0.00131557
"CY119968_2007.87222222222",2007.87222222222,0.00131557
"CY119928_2007.53333333333",2007.53333333333,0.00131556
"CY118416_2007.89166666667",2007.89166666667,0
"CY119984_2007.90833333333",2007.90833333333,0
"CY118377_2007.54444444444",2007.54444444444,0.00219281
"CY119904_2007.34722222222",2007.34722222222,0.00175493
"CY119960_2007.86388888889",2007.86388888889,0.00219281
"CY119952_2007.85",2007.85,0.000436870000000006
"CY119872_2007.21944444444",2007.21944444444,0.001316
"CY119880_2007.21944444444",2007.21944444444,0.00131601000000001
"CY119720_2004.975",2004.975,0.00780489000000001
"CY119640_2000.76666666667",2000.76666666667,0.02085291
"CY118289_2000.93333333333",2000.93333333333,0.01909223
"CY119664_2000.05277777778",2000.05277777778,0.01776993
"CY119624_2000.15833333333",2000.15833333333,0.01776051
"CY119608_2000.00555555556",2000.00555555556,0.0177605
"CY119648_2000.00555555556",2000.00555555556,0.0177605
"CY118305_2000.00555555556",2000.00555555556,0.0177605
"CY119656_2000.00555555556",2000.00555555556,0.0177605
"CY118297_2000.11944444444",2000.11944444444,0.01552381
"CY119592_2000.81111111111",2000.81111111111,0.01774178
"CY119576_2000.89444444444",2000.89444444444,0.01813834
"CY119944_2007.84722222222",2007.84722222222,0.00390983000000001
"CY120000_2008",2008,0.00441202000000001
"CY120008_2008.00277777778",2008.00277777778,0.00441202000000001
"CY119992_2007.99166666667",2007.99166666667,0.00441202000000001
"CY120016_2008.00833333333",2008.00833333333,0.00441202000000001
"CY119672_2003.13055555556",2003.13055555556,0.01461965
"CY119680_2003.25",2003.25,0.01329987
"CY119688_2003.25",2003.25,0.01329987
"CY119616_2000.14444444444",2000.14444444444,0.01596531
"CY119600_2003.125",2003.125,0.01952322
"CY119568_2003.23888888889",2003.23888888889,0.02083956
"CY119584_2003.16666666667",2003.16666666667,0.02040539
"CY119560_2003.28333333333",2003.28333333333,0.02040457
"CY118400_2007.79444444444",2007.79444444444,0.00455542833889803
"CY119976_2007.88611111111",2007.88611111111,0.00455542833889803
