"rerooted_tree.tip.label","dates","tip_heights"
"KT286860_2010.25",2010.25,0.89700047
"KT286861_2010.08333333333",2010.08333333333,0.68412085
"KT286898_2010.91666666667",2010.91666666667,1.24481563
"KT286900_2010.08333333333",2010.08333333333,1.26460384
"KT286899_2010.08333333333",2010.08333333333,1.26183186
"KT286868_2010.08333333333",2010.08333333333,1.11258949
"KT286867_2010.25",2010.25,1.25994468
"KT286933_2010.25",2010.25,1.35882789
"KT286885_2010.16666666667",2010.16666666667,1.3848278
"KT286886_2010.16666666667",2010.16666666667,1.38762476
"KT286870_2010.25",2010.25,1.80741752
"KT286869_2010.25",2010.25,2.19770721
"KT286871_2010.08333333333",2010.08333333333,1.82677665
"KT286864_2010.5",2010.5,1.75975436
"KT286865_2010.08333333333",2010.08333333333,1.76157775
"KT286866_2010.58333333333",2010.58333333333,1.76217869
"KT286925_2010.08333333333",2010.08333333333,1.84943764
"KT286924_2010.16666666667",2010.16666666667,1.86065011
"KT286923_2010.08333333333",2010.08333333333,1.86632217
"KT286922_2010.58333333333",2010.58333333333,1.86913945
"KT286926_2010.16666666667",2010.16666666667,2.31696671
"KT286927_2010.08333333333",2010.08333333333,2.29705145
"KT286918_2010.91666666667",2010.91666666667,2.53044999
"KT286919_2010.25",2010.25,2.59258049
"KT286920_2010.25",2010.25,2.5522803
"KT286921_2010.25",2010.25,2.552502
"KT286935_2010.66666666667",2010.66666666667,1.64543562
"KT286934_2010.66666666667",2010.66666666667,1.64853285
"KT286901_2010.91666666667",2010.91666666667,1.87306578
"KT286902_2010.91666666667",2010.91666666667,1.88231536
"KT286903_2010.91666666667",2010.91666666667,1.87603794
"KT286894_2010.25",2010.25,1.95895625
"KT286897_2010.08333333333",2010.08333333333,1.96460127
"KT286896_2010.08333333333",2010.08333333333,1.96460922
"KT286893_2010.16666666667",2010.16666666667,1.98261709
"KT286895_2010.16666666667",2010.16666666667,1.96462966
"KT286882_2010",2010,2.37092638
"KT286881_2010.08333333333",2010.08333333333,2.37651953
"KT286878_2010.16666666667",2010.16666666667,2.11979724
"KT286879_2010.08333333333",2010.08333333333,2.15652203
"KT286880_2010",2010,2.14846082
"KT286915_2010.58333333333",2010.58333333333,2.29469206
"KT286917_2010",2010,2.45896119
"KT286916_2010.16666666667",2010.16666666667,2.48636423
"KT286872_2010.83333333333",2010.83333333333,2.32089551
"KT286858_2010.41666666667",2010.41666666667,2.38831152
"KT286873_2010.08333333333",2010.08333333333,2.31488378
"KT286883_2010.75",2010.75,2.13290518
"KT286884_2010.58333333333",2010.58333333333,2.13571843
"KT286874_2010.16666666667",2010.16666666667,2.44718668
"KT286875_2010.58333333333",2010.58333333333,2.48474908
"KT286928_2010.66666666667",2010.66666666667,2.56503623
"KT286932_2010.83333333333",2010.83333333333,2.49733069
"KT286931_2010.08333333333",2010.08333333333,2.49895674
"KT286929_2010.25",2010.25,2.4200121
"KT286930_2010.08333333333",2010.08333333333,2.3541147
"KT286876_2010.25",2010.25,2.09646778
"KT286877_2010.08333333333",2010.08333333333,2.16765029
"KT286905_2010.08333333333",2010.08333333333,2.10620073
"KT286907_2010",2010,2.11582535
"KT286906_2010.08333333333",2010.08333333333,2.11258577
"KT286904_2010",2010,2.12223797
"KT286908_2010.08333333333",2010.08333333333,2.18847068
"KT286912_2010.16666666667",2010.16666666667,2.19820491
"KT286913_2010.16666666667",2010.16666666667,2.19513566
"KT286909_2010.08333333333",2010.08333333333,2.19820506
"KT286910_2010.25",2010.25,2.20148662
"KT286911_2010.16666666667",2010.16666666667,2.19820501
"KT286859_2010.91666666667",2010.91666666667,2.34923918
"KT286890_2010.83333333333",2010.83333333333,1.89026869
"KT286887_2010.25",2010.25,1.90529872
"KT286889_2010.58333333333",2010.58333333333,1.89317469
"KT286892_2010.25",2010.25,1.90196744
"KT286891_2010.25",2010.25,1.90223105
"KT286888_2010.16666666667",2010.16666666667,1.89317415
"KT286914_2010.91666666667",2010.91666666667,1.78197386
"KT286936_2010.91666666667",2010.91666666667,1.94045902
"KT286938_2010.58333333333",2010.58333333333,1.93918197
"KT286940_2010.33333333333",2010.33333333333,1.93613822
"KT286937_2010.33333333333",2010.33333333333,1.93613828
"KT286939_2010.5",2010.5,1.93918122
"KT286941_2010.25",2010.25,1.95860304
"KT286942_2010.33333333333",2010.33333333333,1.96324954
"KT286863_2010.58333333333",2010.58333333333,0.000100049999999907
"KT286862_2010.16666666667",2010.16666666667,0.00880946000000016
