"rerooted_tree.tip.label","dates","tip_heights"
"KR047483_2008",2008,0.0279519860000695
"KR047482_2007",2007,0.0279519860000695
"KR047439_2007",2007,0.0279519860000695
"KR047441_2008",2008,0.0279519860000695
"KR047434_2007",2007,0.0279519860000695
"KR047438_2007",2007,0.0279519860000695
"KR047440_2007",2007,0.0279519860000695
"KR047433_2007",2007,0.0279519860000695
"KR047479_2007",2007,0.0279519860000695
"KR047436_2007",2007,0.0279571360000695
"KR047481_2007",2007,0.0279526060000695
"KR047437_2007",2007,0.0279519860000695
"KR047443_2008",2008,0.0219839460000695
"KR047475_2012",2012,0.0219839460000695
"KR047477_2012",2012,0.0219839460000695
"KR047448_2010",2010,0.0219839460000695
"KR047455_2010",2010,0.0219839460000695
"KR047471_2012",2012,0.0219839460000695
"KR047450_2010",2010,0.0219839560000695
"KR047463_2010",2010,0.0219839560000695
"KR047473_2012",2012,0.0219839560000695
"KR047452_2010",2010,0.0219839460000695
"KR047442_2008",2008,0.0219839460000695
"KR047451_2010",2010,0.0249224260000695
"KR047449_2010",2010,0.0219839460000695
"KR047459_2010",2010,0.0219839460000695
"KR047444_2008",2008,0.0219839460000695
"KR047446_2008",2008,0.0219839460000695
"KR047462_2010",2010,0.0219839460000695
"KR047461_2010",2010,0.0219839460000695
"KR047454_2010",2010,0.0219839460000695
"KR047474_2012",2012,0.0249414960000695
"KR047469_2012",2012,0.0249414960000695
"KR047432_2007",2007,0.0190641660000695
"KR047548_2007",2007,0.0248701639999305
"KR047550_2010",2010,0.0182173539999305
"KR047553_2012",2012,0.0182173539999305
"KR047552_2010",2010,0.0182173539999305
"KR047551_2010",2010,0.0182173639999305
"KR047549_2009",2009,0.0182173539999305
"KR047536_2012",2012,0.0242931339999305
"KR047534_2012",2012,0.0242931339999305
"KR047500_2009",2009,0.0242931339999305
"KR047520_2010",2010,0.0242931339999305
"KR047509_2010",2010,0.0242931339999305
"KR047516_2010",2010,0.0242931339999305
"KR047517_2010",2010,0.0242931339999305
"KR047530_2012",2012,0.0242931339999305
"KR047508_2010",2010,0.0242931339999305
"KR047531_2012",2012,0.0242931339999305
"KR047505_2010",2010,0.0242931339999305
"KR047543_2012",2012,0.0242931339999305
"KR047514_2010",2010,0.0242931339999305
"KR047497_2008",2008,0.0242931339999305
"KR047535_2012",2012,0.0242931339999305
"KR047545_2012",2012,0.0242931339999305
"KR047525_2012",2012,0.0242931339999305
"KR047512_2010",2010,0.0242931339999305
"KR047504_2010",2010,0.0242931339999305
"KR047524_2012",2012,0.0242931339999305
"KR047528_2012",2012,0.0242931339999305
"KR047523_2011",2011,0.0242931339999305
"KR047503_2009",2009,0.0242931339999305
"KR047492_2005",2005,0.0334734039999305
"KR047496_2007",2007,0.0305690639999305
"KR047518_2010",2010,0.0242931339999305
"KR047519_2010",2010,0.0242931339999305
"KR047515_2010",2010,0.0242931339999305
"KR047494_2007",2007,0.0242931339999305
"KR047527_2012",2012,0.0242931339999305
"KR047544_2012",2012,0.0242931339999305
"KR047533_2012",2012,0.0242931339999305
"KR047540_2012",2012,0.0242931339999305
"KR047547_2012",2012,0.0242931339999305
"KR047546_2012",2012,0.0242931639999305
"KR047495_2007",2007,0.0242931339999305
"KR047510_2010",2010,0.0242931339999305
"KR047502_2009",2009,0.0242931339999305
"KR047498_2008",2008,0.0242931339999305
"KR047521_2011",2011,0.0242931339999305
"KR047507_2010",2010,0.0242931339999305
"KR047506_2010",2010,0.0242931339999305
"KR047501_2009",2009,0.0242931339999305
"KR047522_2011",2011,0.0242931339999305
"KR047541_2012",2012,0.0242931339999305
"KR047554_2012",2012,0.0182173639999305
"KR047464_2010",2010,0.0219839460000695
"KR047458_2010",2010,0.0219839460000695
"KR047460_2010",2010,0.0219839460000695
"KR047476_2012",2012,0.0219839460000695
"KR047447_2009",2009,0.0219839460000695
"KR047484_2010",2010,0.0219839460000695
"KR047457_2010",2010,0.0219839460000695
"KR047465_2011",2011,0.0219839460000695
"KR047470_2012",2012,0.0219839460000695
"KR047478_2007",2007,0.0279519860000695
"KR047490_2012",2012,0.0309211660000695
"KR047488_2010",2010,0.0309211660000695
"KR047487_2010",2010,0.0309211660000695
"KR047486_2010",2010,0.0309211660000695
