"rerooted_tree.tip.label","dates","tip_heights"
"KC891324_2012.01388888889",2012.01388888889,6.17950981052351
"KT274669_2014.00277777778",2014.00277777778,6.19021255052351
"KC780619_2010.00833333333",2010.00833333333,6.18730559052351
"KC781901_2010.00833333333",2010.00833333333,6.18730559052351
"CY016356_2005.05",2005.05,6.61695159052351
"CY016353_2004.93888888889",2004.93888888889,6.61977808052351
"CY016351_2004.96944444444",2004.96944444444,6.62047833052351
"EU199398_2007.06111111111",2007.06111111111,6.64569709052351
"EU516132_2007.06111111111",2007.06111111111,6.64778203052351
"EU199384_2007.25277777778",2007.25277777778,6.64791163052351
"EU516140_2007.64166666667",2007.64166666667,6.64931270052351
"EU516146_2007.75555555556",2007.75555555556,6.65070666052351
"EU516120_2007.75555555556",2007.75555555556,6.65070666052351
"EU516137_2007.63888888889",2007.63888888889,6.64861223052351
"EU516149_2007.81666666667",2007.81666666667,6.64861228052351
"EU516118_2007.63611111111",2007.63611111111,6.64791232052351
"EU100624_2006.925",2006.925,6.64413273052351
"EU100636_2006.875",2006.875,6.64200341052351
"EU100635_2006.81666666667",2006.81666666667,6.64130382052351
"EU100632_2006.82222222222",2006.82222222222,6.64130382052351
"EU516124_2006.95277777778",2006.95277777778,6.63990340052351
"EU199406_2007.07777777778",2007.07777777778,6.63990340052351
"EU516134_2007.71388888889",2007.71388888889,6.64271284052351
"EU516138_2007.81388888889",2007.81388888889,6.64620887052351
"EU516128_2007.75",2007.75,6.64411729052351
"EU516115_2007.8",2007.8,6.64411729052351
"EU516114_2007.775",2007.775,6.64411729052351
"EU516130_2007.75277777778",2007.75277777778,6.64481708052351
"EU516139_2007.75",2007.75,6.64411729052351
"EU516123_2007.80833333333",2007.80833333333,6.64481732052351
"EU516125_2007.80833333333",2007.80833333333,6.64551809052351
"EU516112_2007.80833333333",2007.80833333333,6.64481732052351
"EU516147_2007.83333333333",2007.83333333333,6.64411689052351
"EU516116_2007.81666666667",2007.81666666667,6.64411738052351
"EU516113_2007.84722222222",2007.84722222222,6.64621231052351
"EU516145_2007.925",2007.925,6.64411714052351
"EU516117_2007.78888888889",2007.78888888889,6.64341531052351
"EU516122_2007.54444444444",2007.54444444444,6.64411595052351
"EU516196_2007.93055555556",2007.93055555556,6.64622493052351
"EU516148_2007.89722222222",2007.89722222222,6.64623141052351
"EU100637_2007.93055555556",2007.93055555556,6.64130384052351
"EU516119_2006.93055555556",2006.93055555556,6.64201469052351
"EU516025_2007.08333333333",2007.08333333333,6.64271313052351
"EU199388_2007.03333333333",2007.03333333333,6.64060586052351
"EU516133_2006.22222222222",2006.22222222222,6.63341412052351
"EU100625_2006.92777777778",2006.92777777778,6.63121651052351
"EU516135_2007.08333333333",2007.08333333333,6.63112898052351
"EU199401_2006.97777777778",2006.97777777778,6.63042190052351
"EU516136_2007.19722222222",2007.19722222222,6.63251634052351
"EU199390_2006.94444444444",2006.94444444444,6.62971687052351
"EU199391_2007.09722222222",2007.09722222222,6.63043400052351
"EU199399_2006.99444444444",2006.99444444444,6.62972046052351
"EU199394_2006.99166666667",2006.99166666667,6.62971983052351
"EU199392_2006.99444444444",2006.99444444444,6.63042456052351
"EU199407_2007.06666666667",2007.06666666667,6.62754981052351
"EU516131_2007.06111111111",2007.06111111111,6.62755122052351
"EU100628_2006.88888888889",2006.88888888889,6.62916063052351
"EU199385_2007.00555555556",2007.00555555556,6.63127699052351
"EU199381_2007.00833333333",2007.00833333333,6.63057229052351
"EU100630_2006.88888888889",2006.88888888889,6.62916063052351
"EU199400_2006.95277777778",2006.95277777778,6.63057278052351
"EU100638_2006.94444444444",2006.94444444444,6.62843441052351
"EU199396_2007.07222222222",2007.07222222222,6.63055214052351
"EU516121_2007.06666666667",2007.06666666667,6.62984502052351
"EU516141_2007.08333333333",2007.08333333333,6.62756005052351
"EU100629_2006.90833333333",2006.90833333333,6.62614867052351
"EU100626_2006.90833333333",2006.90833333333,6.62614867052351
"EU199402_2007",2007,6.62614102052351
"EU199404_2006.96666666667",2006.96666666667,6.62755250052351
"EU199389_2007",2007,6.62755250052351
"EU100627_2006.89166666667",2006.89166666667,6.62755250052351
"EU100640_2006.95277777778",2006.95277777778,6.62755250052351
"EU516026_2007.55",2007.55,6.62825765052351
"EU199387_2007.55",2007.55,6.62825765052351
"EU516126_2006.99166666667",2006.99166666667,6.62684534052351
"EU516027_2007.24166666667",2007.24166666667,6.62825797052351
"EU100633_2006.83333333333",2006.83333333333,6.62825698052351
"EU199397_2006.975",2006.975,6.62754983052351
"EU199383_2006.925",2006.925,6.62684552052351
"EU199403_2007",2007,6.62684552052351
"EU199395_2006.975",2006.975,6.62684552052351
"EU199386_2007.00277777778",2007.00277777778,6.62755038052351
"EU199409_2007.02777777778",2007.02777777778,6.62966793052351
"EU199408_2006.96388888889",2006.96388888889,6.62896330052351
"EU516028_2007.18055555556",2007.18055555556,6.62825846052351
"EU100634_2006.91111111111",2006.91111111111,6.62684610052351
"EU100631_2006.76111111111",2006.76111111111,6.62684610052351
"EU199393_2007.00277777778",2007.00277777778,6.62755118052351
"EU199405_2007.025",2007.025,6.62684610052351
"EU199382_2006.96944444444",2006.96944444444,6.62755117052351
"KT837485_2014.80555555556",2014.80555555556,6.13239886947649
"KT837379_2014.80277777778",2014.80277777778,6.13239886947649
