"tr.tip.label","dates","tip_depth"
"JX901259_2009.86111111111",2009.86111111111,0.191478036949685
"JX901258_2009.85555555556",2009.85555555556,0.191458536949685
"JX901211_2009.08888888889",2009.08888888889,0.201258606949685
"JX901227_2009.41111111111",2009.41111111111,0.199421716949685
"JX901243_2009.70277777778",2009.70277777778,0.198161096949685
"JX901244_2009.70555555556",2009.70555555556,0.201258606949685
"JX901192_2008.95555555556",2008.95555555556,0.271635106949685
"JX901194_2008.96666666667",2008.96666666667,0.269842506949685
"JX901191_2008.94444444444",2008.94444444444,0.267261456949685
"JX901251_2009.82222222222",2009.82222222222,0.269979286949685
"JX901241_2009.65",2009.65,0.267323396949685
"JX901250_2009.81944444444",2009.81944444444,0.267195226949685
"JX901220_2009.17222222222",2009.17222222222,0.263706626949685
"JX901190_2008.93611111111",2008.93611111111,0.263710946949685
"JX901207_2009.06111111111",2009.06111111111,0.261965116949685
"JX901212_2009.09722222222",2009.09722222222,0.261965116949685
"JX901196_2008.975",2008.975,0.261968576949685
"JX901205_2009.05",2009.05,0.261958336949685
"JX901271_2010.225",2010.225,0.270869316949685
"JX901201_2009.01666666667",2009.01666666667,0.261399296949685
"JX901218_2009.14722222222",2009.14722222222,0.272667736949685
"JX901226_2009.40833333333",2009.40833333333,0.272667736949685
"JX901238_2009.575",2009.575,0.272667736949685
"JX901240_2009.59166666667",2009.59166666667,0.272667736949685
"JX901233_2009.53611111111",2009.53611111111,0.272667736949685
"JX901230_2009.43888888889",2009.43888888889,0.272667736949685
"JX901203_2009.02222222222",2009.02222222222,0.265429496949685
"JX901239_2009.58055555556",2009.58055555556,0.272667736949685
"JX901245_2009.77222222222",2009.77222222222,0.270857406949685
"JX901225_2009.40555555556",2009.40555555556,0.270871076949685
"JX901197_2008.975",2008.975,0.272667736949685
"JX901231_2009.49722222222",2009.49722222222,0.270868626949685
"JX901232_2009.50277777778",2009.50277777778,0.270866566949685
"JX901209_2009.08055555556",2009.08055555556,0.23422563
"JX901249_2009.81944444444",2009.81944444444,0.23422563
"JX901273_2010.23333333333",2010.23333333333,0.23422563
"JX901213_2009.09722222222",2009.09722222222,0.22583882
"JX901256_2009.84722222222",2009.84722222222,0.23243153
"JX901252_2009.83611111111",2009.83611111111,0.23243154
"JX901266_2010.125",2010.125,0.23422563
"JX901263_2010.075",2010.075,0.24026045
"JX901276_2010.26388888889",2010.26388888889,0.24026045
"JX901200_2009.00277777778",2009.00277777778,0.24026045
"JX901242_2009.675",2009.675,0.24026045
"JX901214_2009.10833333333",2009.10833333333,0.24026045
"JX901274_2010.24722222222",2010.24722222222,0
"JX901204_2009.03055555556",2009.03055555556,0.18640945
"JX901247_2009.80277777778",2009.80277777778,0.26534003
"JX901255_2009.84444444444",2009.84444444444,0.26359111
"JX901198_2008.99444444444",2008.99444444444,0.26183528
"JX901199_2008.99722222222",2008.99722222222,0.26534003
"JX901268_2010.15",2010.15,0.25969602
"JX901279_2010.28055555556",2010.28055555556,0.25971452
"JX901215_2009.11388888889",2009.11388888889,0.25798845
"JX901270_2010.18611111111",2010.18611111111,0.25799837
"JX901237_2009.55555555556",2009.55555555556,0.24401413
"JX901262_2010",2010,0.24207147
"JX901246_2009.78333333333",2009.78333333333,0.23876902
"JX901278_2010.28055555556",2010.28055555556,0.24228405
"JX901269_2010.17222222222",2010.17222222222,0.23319235
"JX901267_2010.13055555556",2010.13055555556,0.2316415
"JX901261_2009.99722222222",2009.99722222222,0.25602757
"JX901254_2009.84166666667",2009.84166666667,0.25190849
"JX901260_2009.97222222222",2009.97222222222,0.25704915
"JX901257_2009.84722222222",2009.84722222222,0.25704714
"JX901221_2009.17222222222",2009.17222222222,0.26088991
"JX901235_2009.54166666667",2009.54166666667,0.25836283
"JX901222_2009.17777777778",2009.17777777778,0.25304609
"JX901202_2009.01944444444",2009.01944444444,0.25836283
"JX901229_2009.41944444444",2009.41944444444,0.25600769
"JX901224_2009.39166666667",2009.39166666667,0.25485691
"JX901216_2009.11388888889",2009.11388888889,0.25836283
"JX901275_2010.25",2010.25,0.25836283
"JX901248_2009.81944444444",2009.81944444444,0.25836283
"JX901236_2009.54166666667",2009.54166666667,0.25663576
"JX901210_2009.08611111111",2009.08611111111,0.25836283
"JX901265_2010.125",2010.125,0.134212226949685
"JX901264_2010.11388888889",2010.11388888889,0.134201096949685
