"rerooted_tree.tip.label","dates","tip_heights"
"KT725331_2014.64166666667",2014.64166666667,0.000363890076238325
"KT725289_2014.66666666667",2014.66666666667,0.000362660076238325
"KT725352_2014.7",2014.7,0.000511440076238325
"KT725254_2014.85833333333",2014.85833333333,0.000360960076238325
"KT725285_2014.79166666667",2014.79166666667,0.000359970076238325
"KT725322_2014.54722222222",2014.54722222222,0.000210630076238325
"KT725361_2014.75",2014.75,0.000359580076238325
"KR006944_2014.84722222222",2014.84722222222,0.000359630076238325
"KT725286_2014.64166666667",2014.64166666667,0.000210720076238325
"KT725283_2014.65277777778",2014.65277777778,0.000210650076238325
"KT725378_2014.625",2014.625,0.000210650076238325
"KT725324_2014.55",2014.55,0.000209150076238325
"KT725341_2014.65277777778",2014.65277777778,0.000209060076238325
"KT725388_2014.50833333333",2014.50833333333,0.000209080076238325
"KT725336_2014.48333333333",2014.48333333333,0.000209090076238325
"KT725345_2014.75",2014.75,0.000508690076238325
"KT725327_2014.86666666667",2014.86666666667,0.000359290076238325
"KR817123_2014.60277777778",2014.60277777778,0.000237859923761675
"KT725328_2014.89166666667",2014.89166666667,0.000237859923761675
"KR006952_2014.89166666667",2014.89166666667,0.000237859923761675
"KT725340_2014.72777777778",2014.72777777778,0.000536179923761675
"KR817127_2014.62777777778",2014.62777777778,0.000685209923761675
"KR817128_2014.62777777778",2014.62777777778,0.000536179923761675
"KT725376_2014.72777777778",2014.72777777778,0.000536179923761675
"KT725299_2014.60833333333",2014.60833333333,8.89199237616754e-05
"KT725382_2014.64722222222",2014.64722222222,8.90399237616754e-05
"KT725314_2014.59166666667",2014.59166666667,9.01799237616755e-05
"KT725318_2014.7",2014.7,0.000238229923761675
"KR006956_2014.94166666667",2014.94166666667,0.000238279923761675
"KT725259_2014.62222222222",2014.62222222222,8.98699237616755e-05
"KT725302_2014.73611111111",2014.73611111111,0.000387689923761675
"KT725279_2014.86944444444",2014.86944444444,0.000686039923761675
"KT725387_2014.63611111111",2014.63611111111,8.89599237616754e-05
"KT725287_2014.78611111111",2014.78611111111,8.89499237616754e-05
"KT725385_2014.68888888889",2014.68888888889,8.89499237616754e-05
"KT725295_2014.71944444444",2014.71944444444,8.99799237616755e-05
"KT725338_2014.63611111111",2014.63611111111,0.000237649923761675
"KR817112_2014.55833333333",2014.55833333333,6.02400762383246e-05
"KT725357_2014.72777777778",2014.72777777778,6.04500762383247e-05
"KT725300_2014.65277777778",2014.65277777778,6.05000762383246e-05
"KR817234_2014.46944444444",2014.46944444444,6.08400762383246e-05
"KT725392_2014.63333333333",2014.63333333333,6.15100762383247e-05
"KR817243_2014.53055555556",2014.53055555556,6.24100762383246e-05
"KR006945_2014.85277777778",2014.85277777778,0.000512100076238325
"KT725364_2014.64722222222",2014.64722222222,0.000361730076238325
"KT725272_2014.64166666667",2014.64166666667,0.000362600076238325
"KT725360_2014.47777777778",2014.47777777778,0.000214810076238325
"KT725320_2014.48055555556",2014.48055555556,0.000216690076238325
"KT725311_2014.60833333333",2014.60833333333,6.81000762383245e-05
"KT725356_2014.65555555556",2014.65555555556,0.000217000076238325
"KT725275_2014.52777777778",2014.52777777778,6.81200762383246e-05
"KT725347_2014.65277777778",2014.65277777778,0.000217010076238325
"KP178538_2014.58888888889",2014.58888888889,6.81300762383246e-05
"KR817109_2014.55833333333",2014.55833333333,0.000366510076238325
"KU042955_2014.92222222222",2014.92222222222,0.000390410076238325
"KT725377_2014.62777777778",2014.62777777778,6.86200762383246e-05
"KT725276_2014.72777777778",2014.72777777778,7.06000762383247e-05
"KT725269_2014.75277777778",2014.75277777778,0.000368590076238325
"KT725373_2014.71666666667",2014.71666666667,0.000220380076238325
"KT725278_2014.625",2014.625,0.000220380076238325
"KT725393_2014.86666666667",2014.86666666667,0.000369520076238325
"KT725282_2014.70833333333",2014.70833333333,0.000369520076238325
"KT725297_2014.65277777778",2014.65277777778,0.000209170076238325
"KT725309_2014.65277777778",2014.65277777778,0.000209170076238325
"KT725351_2014.71666666667",2014.71666666667,0.000358270076238325
"KR817231_2014.46944444444",2014.46944444444,0.000505600076238325
"KR817233_2014.46944444444",2014.46944444444,0.000358100076238325
"KT725290_2014.90833333333",2014.90833333333,0.000209150076238325
"KR817115_2014.56666666667",2014.56666666667,6.02600762383246e-05
"KR817108_2014.55833333333",2014.55833333333,6.02600762383246e-05
"KR817125_2014.61944444444",2014.61944444444,0.000209170076238325
"KT725293_2014.63333333333",2014.63333333333,6.02700762383246e-05
"KT725369_2014.65277777778",2014.65277777778,6.02700762383246e-05
"KR817111_2014.55833333333",2014.55833333333,6.01000762383246e-05
"KT725346_2014.65277777778",2014.65277777778,0.000209550076238325
"KT725381_2014.65277777778",2014.65277777778,0.000209200076238325
"KT725349_2014.65277777778",2014.65277777778,0.000358080076238325
"KT725257_2014.625",2014.625,0.000209120076238325
"KT725298_2014.72222222222",2014.72222222222,0.000209220076238325
"KT725315_2014.625",2014.625,0.000209180076238325
"KT725274_2014.85",2014.85,0.000209180076238325
"KT725371_2014.71666666667",2014.71666666667,0.000209030076238325
"KT725260_2014.68333333333",2014.68333333333,0.000209030076238325
"KT725258_2014.75",2014.75,0.000209040076238325
"KT725325_2014.71944444444",2014.71944444444,0.000209030076238325
"KR006964_2014.72777777778",2014.72777777778,0.000209030076238325
"KT725367_2014.63611111111",2014.63611111111,0.000209010076238325
"KT725368_2014.75",2014.75,0.000358110076238325
"KT725353_2014.71944444444",2014.71944444444,0.000209070076238325
"KT725337_2014.63611111111",2014.63611111111,0.000209070076238325
"KT725391_2014.77777777778",2014.77777777778,6.01400762383245e-05
"KT725363_2014.62777777778",2014.62777777778,0.000209020076238325
"KT725386_2014.62222222222",2014.62222222222,0.000209090076238325
"KT725380_2014.62777777778",2014.62777777778,0.000209230076238325
"KT725335_2014.63055555556",2014.63055555556,0.000358360076238325
"KT725383_2014.62777777778",2014.62777777778,0.000358350076238325
"KT725354_2014.73611111111",2014.73611111111,0.000358360076238325
"KT725379_2014.71944444444",2014.71944444444,0.000358360076238325
"KT725330_2014.85833333333",2014.85833333333,0.000662810076238325
"KU042954_2014.99722222222",2014.99722222222,0.000823680076238325
